Gene,X1726FL.06.01.33_S33_L002_COMB_MONO,X1726FL.06.01.32_S32_L002_COMB_MONO,X1726FL.06.01.31_S31_L002_COMB_MONO,X1726FL.06.01.27_S27_L002_COMB_Filter,X1726FL.06.01.26_S26_L002_COMB_Filter,X1726FL.06.01.25_S25_L002_COMB_Filter,X1726FL.06.01.24_S24_L002_COMB_Filter,X1726FL.06.01.23_S23_L002_COMB_Filter,X1726FL.06.01.22_S22_L002_COMB_Filter,X1726FL.06.01.21_S21_L002_COMB_Filter,X1726FL.06.01.09_S9_L002_COMB_Tissue3,X1726FL.06.01.08_S8_L002_COMB_Tissue3,X1726FL.06.01.07_S7_L002_COMB_Tissue4,X1726FL.06.01.06_S6_L002_COMB_Tissue4,X1726FL.06.01.05_S5_L002_COMB_Tissue4,X1726FL.06.01.04_S4_L002_COMB_Tissue3,X1726FL.06.01.03_S3_L002_COMB_Tissue2,X1726FL.06.01.02_S2_L002_COMB_Tissue2,X1726FL.06.01.01_S1_L002_COMB_Tissue2
CHLRE_01g010848v5,563,486,310,13,32,41,105,357,158,44,498,907,402,360,846,55,0,4,11
CHLRE_01g010864v5,35,37,5,0,0,0,12,16,17,4,0,31,13,0,37,0,0,0,1
CHLRE_01g010880v5,75,187,67,0,1,7,13,11,15,9,177,243,114,166,329,135,11,3,27
CHLRE_01g010900v5,24351,15128,11606,468,823,1728,9028,18377,11888,3465,33410,65847,35071,29603,56371,4352,595,123,1721
CHLRE_01g010950v5,262,243,394,21,14,58,82,49,155,48,234,256,489,747,866,173,16,0,36
CHLRE_01g011000v5,161620,170675,173702,14804,15115,63071,36342,80272,48306,18656,220310,200273,169128,190322,367187,143458,17692,2834,41852
CHLRE_01g011050v5,2066,2374,1922,232,245,1017,464,993,428,179,2329,2454,2449,1849,5036,2200,211,41,535
CHLRE_01g011100v5,1465,1741,1639,166,156,941,237,399,293,148,1321,923,914,1159,2679,1249,476,118,1560
CHLRE_01g011150v5,3136,3621,2508,19,62,64,713,606,1500,472,5854,7686,6212,6618,10978,4240,251,47,488
CHLRE_01g011200v5,246,347,281,12,12,33,37,60,42,20,212,342,206,94,172,108,13,2,43
CHLRE_01g011250v5,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2
CHLRE_01g011300v5,325,461,373,95,132,337,179,412,80,38,1139,1585,836,609,1520,797,28,6,190
CHLRE_01g011350v5,190,301,242,13,7,40,41,72,37,17,254,442,293,298,286,273,27,0,40
CHLRE_01g011376v5,12,9,3,0,0,1,1,0,0,0,0,10,3,0,0,2,5,0,2
CHLRE_01g011400v5,37,41,14,0,0,1,10,4,13,3,42,67,89,62,0,65,1,0,5
CHLRE_01g011450v5,1883,1957,1745,118,144,438,369,448,640,241,3899,4416,2559,2191,3662,2959,355,48,745
CHLRE_01g011500v5,2426,2469,2156,139,174,618,311,582,384,294,2317,2601,2370,2255,4550,1386,185,30,611
CHLRE_01g011550v5,7,8,0,0,0,1,0,1,0,0,0,12,2,43,0,1,0,0,0
CHLRE_01g011600v5,861,1442,693,47,52,230,178,235,331,173,1612,2782,1639,1207,2643,1439,140,52,534
CHLRE_01g011630v5,196,263,101,0,3,4,15,6,0,4,170,151,20,0,0,39,76,12,53
CHLRE_01g011660v5,18,28,5,0,0,0,0,0,4,0,0,4,4,0,0,5,4,0,0
CHLRE_01g011750v5,36,80,49,0,2,5,8,7,9,3,85,138,125,230,97,93,4,0,63
CHLRE_01g011800v5,62,99,41,0,0,8,8,8,12,9,29,180,56,116,0,7,7,0,17
CHLRE_01g011850v5,343,618,319,9,21,61,47,83,84,29,560,800,433,579,797,441,40,14,99
CHLRE_01g011901v5,49,62,103,0,3,14,3,5,13,5,85,31,29,62,37,70,6,2,28
CHLRE_01g011950v5,13,28,31,0,2,13,9,7,6,6,29,78,64,0,2,44,9,0,12
CHLRE_01g012000v5,32,33,28,0,3,6,21,9,27,7,51,103,78,65,47,21,5,0,29
CHLRE_01g012050v5,152,162,101,10,71,66,13,4,22,14,579,217,43,84,133,651,424,14,117
CHLRE_01g012100v5,35,34,29,1,8,12,1,0,8,6,108,8,3,0,0,167,102,0,18
CHLRE_01g012126v5,23,27,14,3,2,5,6,23,7,0,41,104,14,0,0,35,7,1,12
CHLRE_01g012150v5,1266,1064,1032,19,28,118,163,399,196,95,1190,1521,1440,1604,2748,375,73,8,192
CHLRE_01g012175v5,537,458,275,11,26,36,67,102,124,49,185,222,142,157,258,70,9,8,11
CHLRE_01g012200v5,1528,1703,1411,179,174,510,315,587,473,154,2700,4210,1983,2007,3982,1824,214,27,487
CHLRE_01g012222v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_01g012244v5,1472,1446,1435,84,78,272,198,500,285,133,2208,2524,1764,1603,3049,1077,163,54,283
CHLRE_01g012300v5,1565,1488,1315,107,85,308,186,351,313,165,1404,1481,1061,1212,1654,941,180,32,333
CHLRE_01g012350v5,20,62,29,3,0,3,4,5,6,4,71,121,196,71,96,107,8,2,14
CHLRE_01g012400v5,328,448,375,13,19,97,37,77,30,12,420,379,251,363,487,387,20,4,109
CHLRE_01g012450v5,406,446,750,24,36,115,126,146,252,77,887,922,1288,1597,2720,520,128,19,209
CHLRE_01g012500v5,1898,2101,1661,364,368,1604,384,994,381,165,1991,1677,2257,1767,4043,1878,677,170,1584
CHLRE_01g012550v5,39,39,30,0,1,5,24,38,20,7,139,368,66,16,4,75,2,2,26
CHLRE_01g012600v5,352,518,349,3,4,8,43,42,64,24,191,579,442,276,773,94,13,1,47
CHLRE_01g012650v5,879,1335,563,1,5,1,95,48,178,127,578,1037,451,508,635,388,26,4,150
CHLRE_01g012700v5,1707,3206,1492,5,7,11,356,57,648,288,2791,3934,2417,2554,3535,1529,74,13,168
CHLRE_01g012750v5,1500,2002,1113,5,12,18,215,120,440,189,1708,2712,1382,870,2068,819,50,14,160
CHLRE_01g012800v5,366,1049,162,4,6,31,52,38,78,49,509,589,168,71,7,502,9,3,109
CHLRE_01g012850v5,481,841,339,2,1,2,85,27,242,81,472,990,638,437,1068,182,3,3,41
CHLRE_01g012900v5,108,214,136,7,13,38,29,41,43,17,531,472,443,27,319,392,52,8,115
CHLRE_01g012950v5,773,1232,747,12,19,15,122,62,228,107,911,1432,1033,382,2329,568,41,14,150
CHLRE_01g013000v5,35,74,59,0,0,3,10,1,18,3,117,110,84,58,112,28,0,0,22
CHLRE_01g013050v5,417,784,432,19,22,58,102,61,169,61,295,697,318,284,440,184,9,0,45
CHLRE_01g013100v5,74,128,56,0,0,2,7,9,19,24,20,10,27,0,0,9,41,8,22
CHLRE_01g013150v5,946,943,630,42,55,187,138,403,138,75,616,760,309,98,489,280,111,30,124
CHLRE_01g013200v5,1148,1240,1201,124,128,883,236,451,253,140,1577,1881,1713,2483,4167,1046,317,65,627
CHLRE_01g013250v5,212,359,367,6,9,27,40,67,53,29,270,583,278,263,197,162,18,2,95
CHLRE_01g013300v5,342,687,451,18,20,87,108,92,167,58,1165,1009,781,615,1482,1154,78,20,235
CHLRE_01g013350v5,1849,1500,970,145,211,344,407,1386,449,147,4876,8006,3507,3456,5463,1145,99,41,211
CHLRE_01g013400v5,36,190,41,5,3,15,9,9,9,7,231,229,202,252,178,307,7,1,55
CHLRE_01g013450v5,222,1012,50,69,94,202,13,67,2,12,873,71,81,0,299,1225,30,9,22
CHLRE_01g013500v5,341,737,106,538,610,1524,275,1386,139,85,4114,1518,547,246,939,3673,216,73,508
CHLRE_01g013550v5,50,192,66,2,2,10,24,19,26,9,177,275,231,164,166,208,15,3,59
CHLRE_01g013600v5,289,530,354,13,14,65,122,89,242,67,775,1298,2213,1755,3390,709,70,17,226
CHLRE_01g013650v5,19,71,38,0,1,6,10,3,8,3,50,142,90,86,165,66,2,0,21
CHLRE_01g013700v5,440,283,338,36,56,372,96,435,46,32,1422,1877,1968,1917,3613,444,122,29,367
CHLRE_01g013750v5,21,74,63,3,1,1,6,15,4,2,61,42,50,13,12,44,1,2,4
CHLRE_01g013769v5,29,33,21,3,2,6,9,4,4,5,0,45,23,96,38,14,1,0,3
CHLRE_01g013800v5,45,64,49,0,1,4,3,4,9,6,30,98,113,21,184,64,0,0,27
CHLRE_01g013801v5,519,631,550,18,24,155,60,101,72,37,708,549,379,624,663,526,17,0,115
CHLRE_01g013850v5,67,115,105,5,1,15,15,24,8,12,108,214,95,1,84,46,2,0,22
CHLRE_01g013900v5,1794,2349,627,27,35,67,139,146,211,128,1347,1994,473,465,720,385,36,1,52
CHLRE_01g014000v5,857,1148,951,40,39,99,284,747,373,130,641,1635,930,549,1123,224,152,28,362
CHLRE_01g014050v5,660,759,821,25,22,257,110,267,144,72,458,907,543,349,1173,260,126,16,340
CHLRE_01g014100v5,226,364,289,11,0,28,20,21,4,13,190,243,214,263,504,247,0,0,11
CHLRE_01g014150v5,636,1006,672,97,61,280,172,339,126,76,1033,1889,960,825,1018,1062,16,0,100
CHLRE_01g014200v5,0,9,1,0,0,0,0,5,0,1,15,37,11,0,48,0,0,0,0
CHLRE_01g014250v5,71,141,64,1,1,11,23,21,40,22,368,616,364,267,669,185,16,2,85
CHLRE_01g014300v5,102,220,139,1,1,25,24,40,57,13,188,306,199,245,289,148,12,0,13
CHLRE_01g014350v5,3284,2807,3564,224,271,538,457,1401,548,338,2902,4365,2528,2294,4761,1685,157,55,316
CHLRE_01g014400v5,1373,1249,1754,42,65,153,104,159,190,76,1088,1303,873,1160,1200,480,77,11,251
CHLRE_01g014450v5,283,382,229,1,9,9,60,44,100,42,240,468,133,0,40,189,29,10,71
CHLRE_01g014500v5,443,702,451,11,13,86,78,95,100,49,651,998,536,710,885,583,41,11,181
CHLRE_01g014600v5,412,381,330,35,45,85,27,117,49,35,494,827,268,369,602,282,30,19,91
CHLRE_01g014650v5,947,1077,577,147,168,380,170,539,146,64,1712,1630,845,853,1753,996,136,13,255
CHLRE_01g014700v5,722,974,545,36,55,242,102,189,164,74,1194,1103,741,950,954,757,75,32,253
CHLRE_01g014751v5,0,0,0,0,0,0,0,0,0,0,10,2,1,0,42,0,5,0,0
CHLRE_01g014800v5,143,275,129,3,1,47,27,38,44,18,256,458,286,386,473,212,12,2,126
CHLRE_01g014850v5,398,443,410,47,48,224,86,136,103,56,615,636,963,489,2756,302,48,15,121
CHLRE_01g014900v5,655,791,473,67,70,431,101,223,124,75,1278,1232,728,601,888,967,148,30,475
CHLRE_01g014950v5,582,941,630,63,63,215,93,141,114,48,909,1145,615,974,1059,845,30,14,164
CHLRE_01g015000v5,11361,9821,9765,57,89,121,1124,1379,2084,943,5151,7580,4036,4885,8953,1064,119,56,440
CHLRE_01g015050v5,57,93,64,1,0,2,21,28,29,8,131,247,267,194,426,124,12,0,48
CHLRE_01g015100v5,86,102,46,4,9,17,16,21,20,12,141,201,165,157,193,91,21,3,36
CHLRE_01g015103v5,366,663,332,10,9,96,103,85,139,61,1247,1557,999,1007,1466,965,34,4,225
CHLRE_01g015150v5,432,587,587,42,54,223,97,209,85,54,671,500,223,136,583,731,31,6,172
CHLRE_01g015200v5,333,435,308,28,23,45,62,129,101,40,630,612,190,261,490,536,5,5,40
CHLRE_01g015250v5,581,997,413,58,91,186,108,277,128,48,813,1358,272,445,524,353,38,10,120
CHLRE_01g015300v5,12,55,22,0,0,1,6,8,2,4,80,57,72,71,63,32,3,0,3
CHLRE_01g015350v5,2486,2136,1150,145,227,692,873,2000,1054,283,5104,9130,3683,2783,6662,1404,413,85,1013
CHLRE_01g015400v5,656,1132,640,21,27,262,138,124,148,76,904,1603,977,581,1143,818,90,8,690
CHLRE_01g015451v5,8,17,8,6,6,3,9,17,2,0,93,116,56,55,130,71,0,0,6
CHLRE_01g015500v5,549,931,542,160,133,2024,143,360,155,65,1616,733,1044,305,1230,2361,854,182,3072
CHLRE_01g015550v5,29,60,20,2,2,26,7,12,8,0,80,61,48,92,31,41,2,3,36
CHLRE_01g015600v5,46,156,53,1,0,8,23,12,48,10,313,647,868,450,791,132,46,3,211
CHLRE_01g015650v5,38,41,22,1,0,22,5,8,4,4,29,70,106,42,292,74,76,17,23
CHLRE_01g015700v5,227,181,149,0,2,5,26,29,30,13,14,91,82,0,85,8,2,0,10
CHLRE_01g015750v5,849,894,732,32,36,118,146,184,176,79,811,825,462,463,1032,288,41,15,104
CHLRE_01g015850v5,1235,1855,456,7,9,42,92,129,143,90,1047,788,173,141,430,608,13,0,63
CHLRE_01g015950v5,659,747,621,33,36,130,107,223,144,56,800,866,724,324,1475,585,205,27,531
CHLRE_01g016001v5,8,8,10,0,0,1,4,2,1,1,0,26,26,0,4,5,0,0,3
CHLRE_01g016050v5,3444,4485,3339,146,147,580,514,756,832,453,8155,10701,6243,7362,12417,3962,689,113,1884
CHLRE_01g016100v5,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
CHLRE_01g016150v5,289,333,294,8,20,70,51,116,58,35,322,366,80,139,0,81,8,0,51
CHLRE_01g016200v5,16,42,24,14,4,22,17,17,16,2,111,29,210,386,211,108,15,4,117
CHLRE_01g016250v5,1,4,1,0,0,5,0,0,4,0,18,7,14,0,1,17,2,0,7
CHLRE_01g016300v5,2097,2246,2685,492,361,1985,468,1025,491,236,2874,2527,1739,1918,3215,2276,804,201,2450
CHLRE_01g016350v5,394,748,304,509,425,1625,161,572,131,39,2143,1117,746,432,628,3140,241,44,600
CHLRE_01g016400v5,774,1059,692,12,24,82,173,152,353,186,402,764,187,448,32,242,30,0,82
CHLRE_01g016450v5,6,24,10,0,0,2,0,5,1,0,30,59,54,238,30,25,0,0,5
CHLRE_01g016500v5,79,183,311,23,15,26,205,142,181,30,499,544,2134,2115,2072,763,16,10,58
CHLRE_01g016514v5,104,199,105,3,8,41,18,54,43,22,372,453,568,359,1224,360,4,2,44
CHLRE_01g016528v5,541,788,582,41,47,162,114,166,119,38,776,1229,831,567,1477,682,29,7,215
CHLRE_01g016542v5,1,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,6
CHLRE_01g016556v5,1602,1773,1360,51,67,145,221,241,301,150,1828,2407,1512,1588,3193,1246,154,23,542
CHLRE_01g016570v5,36,74,64,4,2,23,13,5,15,1,165,113,203,190,716,85,20,2,74
CHLRE_01g016600v5,12,9,10,2,3,10,4,6,0,3,0,10,12,0,0,15,0,0,2
CHLRE_01g016651v5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHLRE_01g016700v5,698,506,685,36,36,158,119,196,168,58,746,661,404,490,785,444,39,15,126
CHLRE_01g016750v5,8,3,8,0,0,3,1,0,0,0,1,5,21,0,0,27,3,0,2
CHLRE_01g016800v5,17,52,33,6,4,16,8,3,11,1,132,146,89,28,99,191,9,0,58
CHLRE_01g016850v5,1227,1246,1741,308,243,1295,275,864,210,94,925,1165,254,352,256,303,295,69,503
CHLRE_01g016900v5,219,158,51,14,27,30,119,499,59,19,107,176,165,23,365,34,25,2,5
CHLRE_01g016950v5,248,490,303,16,8,77,52,49,59,32,552,735,609,625,1017,397,26,5,303
CHLRE_01g017050v5,250,270,202,35,35,152,60,171,46,17,324,503,329,245,489,225,44,11,163
CHLRE_01g017100v5,117,287,85,1,11,22,14,15,26,7,158,145,95,0,272,173,0,2,18
CHLRE_01g017150v5,3,20,3,0,0,0,1,4,0,0,0,8,7,1,0,5,0,0,1
CHLRE_01g017200v5,184,297,166,12,12,63,17,38,27,9,459,349,267,88,309,439,9,0,101
CHLRE_01g017250v5,151,205,83,12,12,100,26,63,27,20,154,312,139,164,487,119,39,13,75
CHLRE_01g017300v5,5403,5178,3258,286,409,1448,1278,3602,1469,469,5762,7900,5830,5499,12569,2184,828,163,1990
CHLRE_01g017350v5,27,47,21,0,0,5,8,6,7,5,23,45,5,0,0,7,0,0,1
CHLRE_01g017400v5,152,246,118,15,15,47,24,48,26,15,481,358,248,148,941,286,25,13,136
CHLRE_01g017450v5,5,39,2,0,0,1,5,3,0,0,6,10,6,0,89,7,1,0,2
CHLRE_01g017500v5,318,496,508,36,31,249,78,188,119,40,301,673,424,289,740,281,57,2,251
CHLRE_01g017550v5,12,7,1,0,1,2,3,0,2,1,0,1,5,0,37,0,0,0,3
CHLRE_01g017600v5,693,575,397,60,114,173,202,615,194,64,1016,1494,356,274,316,458,24,8,135
CHLRE_01g017650v5,1495,2064,316,9,23,63,80,83,169,96,853,975,276,248,601,748,36,8,111
CHLRE_01g017701v5,2,2,5,1,0,7,4,1,1,3,0,8,1,0,0,2,0,0,9
CHLRE_01g017750v5,569,795,418,11,31,83,62,95,100,52,721,1119,926,914,1684,707,51,3,266
CHLRE_01g017850v5,14,39,26,5,2,27,11,5,10,8,57,99,137,255,274,61,6,3,44
CHLRE_01g017900v5,160,147,96,6,17,37,38,129,13,15,143,330,51,0,0,76,4,4,41
CHLRE_01g017951v5,17,10,1,0,0,0,1,0,8,2,4,22,6,0,0,3,0,0,0
CHLRE_01g018000v5,677,678,482,22,22,88,81,166,127,53,664,875,804,1126,1550,405,137,20,116
CHLRE_01g018050v5,194,534,168,6,7,58,29,36,32,31,749,1270,963,804,2179,578,49,0,235
CHLRE_01g018075v5,404,500,160,21,17,126,18,47,51,22,453,284,90,242,319,303,24,1,177
CHLRE_01g018100v5,641,734,546,39,45,194,114,186,112,49,613,712,538,372,1036,346,48,1,170
CHLRE_01g018150v5,2298,2361,1774,206,213,689,318,820,448,209,2996,3544,1729,1765,3180,2381,309,61,736
CHLRE_01g018184v5,9,9,9,0,3,1,1,1,0,0,1,12,4,45,13,6,2,0,0
CHLRE_01g018200v5,84,115,154,4,2,16,47,24,69,12,219,374,395,450,383,186,5,6,42
CHLRE_01g018350v5,3293,3326,2295,163,183,654,340,710,657,276,3487,4168,1818,2202,3851,1976,636,91,1200
CHLRE_01g018400v5,924,1181,776,65,75,465,176,370,197,76,1424,1705,1260,847,1841,1279,141,24,486
CHLRE_01g018450v5,170,198,145,28,39,172,49,126,37,10,290,532,403,379,907,172,16,3,84
CHLRE_01g018500v5,31,53,28,1,3,6,18,11,5,8,31,109,90,51,248,120,7,0,71
CHLRE_01g018550v5,154,222,97,0,1,1,29,8,80,15,57,132,68,53,108,19,9,3,40
CHLRE_01g018600v5,1177,1132,1124,106,88,813,233,676,293,147,1203,1164,1019,918,2116,999,191,41,640
CHLRE_01g018650v5,1088,872,2161,182,201,1117,321,752,472,150,5430,9163,1978,2193,3042,2596,566,123,973
CHLRE_01g018700v5,103,351,50,1,2,3,22,12,23,8,164,155,29,0,121,98,11,0,25
CHLRE_01g018750v5,54,134,48,1,2,6,20,16,29,14,132,171,130,0,56,144,4,1,47
CHLRE_01g018800v5,5462,9179,10096,154,181,639,863,899,967,538,10526,13452,9534,7565,13093,8909,473,110,2293
CHLRE_01g018850v5,124,296,200,11,9,69,31,62,31,16,175,306,246,32,107,264,5,4,160
CHLRE_01g018900v5,146,359,224,13,3,99,50,48,68,17,479,425,501,580,932,521,104,19,618
CHLRE_01g018950v5,843,854,558,11,28,113,77,97,120,67,1743,1803,2081,1936,4091,1026,326,43,376
CHLRE_01g019000v5,558,515,382,40,38,86,77,227,87,38,361,555,348,401,810,147,32,1,53
CHLRE_01g019051v5,18,37,33,0,0,4,4,6,5,0,93,38,41,0,174,52,0,0,18
CHLRE_01g019100v5,52,97,64,2,1,3,10,7,3,4,73,172,72,96,196,24,0,0,11
CHLRE_01g019150v5,39,59,15,7,3,10,8,6,8,2,36,109,39,0,107,47,6,0,16
CHLRE_01g019200v5,132,283,132,1,4,9,23,23,23,16,178,458,293,291,348,120,13,10,20
CHLRE_01g019250v5,882,969,748,123,160,276,187,648,167,85,4438,5066,4005,3305,7005,1945,200,50,475
CHLRE_01g019300v5,244,340,289,4,3,8,46,58,66,44,344,675,343,310,674,238,28,7,93
CHLRE_01g019400v5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CHLRE_01g019450v5,73,77,29,2,6,9,9,57,18,4,86,72,97,189,348,68,8,4,21
CHLRE_01g019500v5,108,185,133,19,9,144,48,43,41,25,336,370,190,28,401,302,16,7,149
CHLRE_01g019550v5,183,170,128,121,177,417,269,642,278,35,2565,2708,1670,2047,1847,3011,189,9,322
CHLRE_01g019600v5,1426,2052,1113,93,136,400,215,572,209,86,2131,2006,881,957,2102,1300,98,10,289
CHLRE_01g019650v5,52,243,139,2,1,3,10,1,12,11,122,203,104,0,189,104,3,2,71
CHLRE_01g019700v5,13,54,17,2,0,4,6,7,5,2,38,65,27,0,0,20,0,0,6
CHLRE_01g019750v5,397,696,529,28,36,154,65,87,93,53,720,944,452,408,776,473,20,11,198
CHLRE_01g019850v5,1198,2036,1322,30,35,186,135,96,232,136,1355,2024,1007,1425,2100,654,67,4,428
CHLRE_01g019900v5,101,233,37,0,1,4,14,8,11,18,111,183,53,0,28,120,0,0,12
CHLRE_01g019950v5,40,32,87,2,2,9,4,1,9,9,11,13,4,0,37,10,2,1,6
CHLRE_01g020000v5,4,24,0,1,0,7,0,2,2,1,0,9,7,0,0,3,71,14,199
CHLRE_01g020050v5,1,47,3,0,0,0,2,8,0,0,0,3,0,0,0,12,3,0,0
CHLRE_01g020100v5,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,4,21,7,40
CHLRE_01g020141v5,625,567,558,24,19,54,116,153,261,101,677,1071,716,659,1540,502,90,24,183
CHLRE_01g020182v5,158,304,165,4,7,9,28,25,43,25,127,289,117,230,151,71,7,0,43
CHLRE_01g020223v5,251,444,113,20,25,118,48,47,60,26,527,216,364,364,547,695,241,64,786
CHLRE_01g020264v5,312,612,345,6,14,60,41,36,57,28,327,287,229,515,380,259,48,2,298
CHLRE_01g020305v5,3308,2992,4134,103,87,265,210,311,270,152,3306,3553,1614,1708,4403,1685,187,46,456
CHLRE_01g020350v5,3462,3590,4888,159,118,486,338,632,398,169,4611,4974,2310,2497,4944,2912,312,75,632
CHLRE_01g020400v5,411,450,355,26,23,96,57,114,97,33,625,775,646,608,1096,289,14,0,124
CHLRE_01g020450v5,0,3,0,5,1,6,0,2,0,0,0,0,0,0,0,0,27,20,12
CHLRE_01g020500v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
CHLRE_01g020575v5,11,22,8,0,1,4,1,15,1,0,0,4,1,0,1,13,2,0,10
CHLRE_01g020650v5,19,34,20,3,2,5,10,8,18,2,41,49,63,0,42,46,1,0,5
CHLRE_01g020701v5,8,9,0,0,0,3,0,8,0,0,0,5,6,0,13,4,4,0,9
CHLRE_01g020750v5,1542,1496,1322,82,58,265,154,232,226,111,1041,1185,1076,1369,1583,861,319,59,483
CHLRE_01g020751v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHLRE_01g020800v5,456,963,284,8,20,35,78,102,113,41,609,769,268,167,599,563,33,2,67
CHLRE_01g020850v5,62,55,69,0,1,4,26,12,29,8,6,72,8,153,106,4,0,0,2
CHLRE_01g020887v5,13,30,10,0,0,2,1,2,3,0,4,103,47,0,172,70,0,0,14
CHLRE_01g020918v5,992,1737,1461,13,22,174,277,210,430,198,1031,1370,1884,1104,3692,890,174,32,635
CHLRE_01g020950v5,582,818,427,4,6,64,63,45,79,49,1082,1247,1618,1763,2722,739,129,43,313
CHLRE_01g021000v5,6,47,15,0,0,0,3,0,0,0,17,31,23,0,41,21,0,0,2
CHLRE_01g021050v5,380,404,383,23,19,70,63,70,51,30,409,438,316,78,487,295,21,2,71
CHLRE_01g021100v5,6,18,13,0,0,1,2,0,4,2,7,29,51,0,256,27,0,0,11
CHLRE_01g021150v5,308,464,269,14,10,51,45,71,63,38,348,514,458,338,838,202,9,2,69
CHLRE_01g021200v5,49,41,37,0,1,15,4,4,5,8,64,77,62,140,81,33,2,0,18
CHLRE_01g021251v5,5808,6191,5676,31,77,185,602,697,811,426,4156,6631,3265,3738,6080,1160,62,25,461
CHLRE_01g021300v5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_01g021350v5,215,221,252,15,12,31,38,79,34,17,250,420,136,333,287,63,8,6,19
CHLRE_01g021400v5,88,219,108,0,3,19,18,25,15,13,100,225,171,155,379,174,11,3,57
CHLRE_01g021450v5,63,191,119,3,6,24,35,24,43,18,271,613,405,542,887,196,7,9,117
CHLRE_01g021500v5,3136,3730,1727,313,331,949,333,877,434,202,2597,2234,978,1073,1948,1659,263,50,779
CHLRE_01g021550v5,113,200,131,1,9,19,34,32,39,14,391,441,247,175,679,210,5,3,32
CHLRE_01g021600v5,1076,1608,965,49,74,408,284,410,323,175,3064,5818,3564,2251,3744,2658,295,61,1291
CHLRE_01g021650v5,377,524,278,8,8,43,130,121,119,77,412,1267,854,325,1292,292,40,3,188
CHLRE_01g021700v5,2201,2157,1280,77,134,248,421,811,671,261,3810,5486,2815,2353,5342,2330,78,7,151
CHLRE_01g021750v5,169,336,227,15,6,31,41,73,47,26,238,391,349,197,405,320,36,5,101
CHLRE_01g021800v5,43,15,58,0,0,0,11,0,18,12,0,1,0,0,0,0,0,0,0
CHLRE_01g021850v5,11,34,18,0,1,3,4,4,6,0,35,45,26,65,30,9,0,0,10
CHLRE_01g021900v5,28,52,22,0,0,1,6,3,0,2,46,41,36,86,82,5,0,0,8
CHLRE_01g021950v5,18,67,13,3,0,11,6,0,4,2,53,40,82,0,82,53,3,3,10
CHLRE_01g022000v5,13,41,12,0,0,10,2,1,0,0,18,32,25,0,0,18,2,0,7
CHLRE_01g022050v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_01g022100v5,93,162,153,7,8,38,50,15,51,9,157,207,363,71,675,165,32,2,177
CHLRE_01g022150v5,408,581,145,1,0,0,15,3,59,53,126,332,20,0,31,56,3,0,20
CHLRE_01g022200v5,201,391,281,16,19,124,82,211,45,25,446,61,86,93,434,368,192,33,409
CHLRE_01g022250v5,246,309,242,8,4,37,46,44,37,22,192,390,237,279,677,147,7,0,56
CHLRE_01g022283v5,14,8,15,0,0,5,0,4,0,3,25,21,17,0,0,16,0,0,12
CHLRE_01g022350v5,20,32,23,1,1,133,6,10,8,2,39,53,116,92,82,23,63,10,186
CHLRE_01g022400v5,22,31,35,0,2,2,5,1,5,3,46,106,57,3,177,45,6,0,24
CHLRE_01g022450v5,65,122,72,3,6,7,11,13,13,9,110,187,73,136,262,31,0,0,20
CHLRE_01g022462v5,262,257,252,20,20,33,30,69,38,17,264,430,254,188,468,74,6,0,42
CHLRE_01g022500v5,7,22,12,0,0,4,1,0,0,2,20,148,89,2,156,26,3,0,7
CHLRE_01g022550v5,204,378,115,15,19,126,30,91,41,12,171,204,104,5,192,187,44,6,185
CHLRE_01g022600v5,214,363,197,11,8,66,47,104,75,22,820,1323,749,277,1160,539,45,21,288
CHLRE_01g022650v5,1890,2051,1693,102,97,462,232,314,329,121,1089,984,512,768,905,998,164,27,392
CHLRE_01g022666v5,11,19,3,0,2,2,4,8,1,0,54,29,21,0,93,0,4,6,0
CHLRE_01g022681v5,12,15,4,0,1,0,5,4,4,2,27,22,45,204,221,4,1,0,0
CHLRE_01g022700v5,52,63,34,0,1,4,41,38,38,19,220,523,94,129,79,20,0,0,3
CHLRE_01g022750v5,79,134,54,3,1,8,24,12,41,10,95,173,178,298,113,129,3,0,21
CHLRE_01g022800v5,70,203,54,10,12,29,11,12,24,4,151,152,145,377,510,213,9,0,80
CHLRE_01g022850v5,2,22,4,0,0,2,2,2,0,0,7,6,14,0,114,5,0,0,0
CHLRE_01g022900v5,9,18,15,0,0,3,8,19,12,0,23,33,48,138,97,39,3,0,6
CHLRE_01g022950v5,253,284,157,14,10,74,32,77,12,17,191,126,249,317,385,144,22,3,117
CHLRE_01g023000v5,65,84,48,7,2,8,13,16,12,3,50,58,64,37,120,18,3,0,18
